date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend
2025-10-18,SKU-103920,North,51.0,98.63,0,0,0,1.12,2025,10,4,42,5,2025-W42,1
2025-05-20,SKU-103921,East,52.0,176.26,1,0,0,0.67,2025,5,2,21,1,2025-W21,0
2025-06-04,SKU-103922,East,34.0,195.83,1,0,0,-0.91,2025,6,2,23,2,2025-W23,0
2025-02-01,SKU-103923,West,32.0,128.34,0,0,0,0.2,2025,2,1,5,5,2025-W05,1
2025-11-29,SKU-103924,North,28.0,129.75,0,0,0,-0.8,2025,11,4,48,5,2025-W48,1
2025-03-26,SKU-103925,West,42.0,41.1,0,0,0,-0.5,2025,3,1,13,2,2025-W13,0
2025-04-11,SKU-103926,East,37.0,149.64,0,0,0,0.98,2025,4,2,15,4,2025-W15,0
2025-08-22,SKU-103927,West,76.0,41.94,0,0,1,-1.16,2025,8,3,34,4,2025-W34,0
2025-10-04,SKU-103928,West,51.0,31.73,0,0,0,1.47,2025,10,4,40,5,2025-W40,1
2025-02-23,SKU-103929,North,50.0,192.84,0,0,0,0.98,2025,2,1,8,6,2025-W08,1
2025-06-29,SKU-103930,West,52.0,44.85,0,0,0,1.58,2025,6,2,26,6,2025-W26,1
2025-02-18,SKU-103931,North,17.0,194.39,0,0,0,0.28,2025,2,1,8,1,2025-W08,0
2025-01-10,SKU-103932,North,51.0,97.72,0,1,0,-1.29,2025,1,1,2,4,2025-W02,0
2025-05-07,SKU-103933,West,25.0,133.53,1,0,0,1.31,2025,5,2,19,2,2025-W19,0
2025-01-09,SKU-103934,East,55.0,162.42,0,1,0,-1.09,2025,1,1,2,3,2025-W02,0
2025-05-02,SKU-103935,North,36.0,42.41,1,0,0,1.54,2025,5,2,18,4,2025-W18,0
2025-11-03,SKU-103936,East,67.0,74.97,0,0,0,1.37,2025,11,4,45,0,2025-W45,0
2025-04-09,SKU-103937,West,30.0,133.05,0,0,0,0.12,2025,4,2,15,2,2025-W15,0
2025-06-19,SKU-103938,West,32.0,32.72,0,0,0,1.29,2025,6,2,25,3,2025-W25,0
2025-11-05,SKU-103939,South,31.0,159.01,0,0,0,0.73,2025,11,4,45,2,2025-W45,0
2024-12-16,SKU-103940,West,68.0,43.37,0,1,0,-0.31,2024,12,4,51,0,2024-W51,0
2025-07-27,SKU-103941,West,46.0,151.55,0,0,0,-1.22,2025,7,3,30,6,2025-W30,1
2025-07-18,SKU-103942,South,55.0,180.43,0,0,0,0.0,2025,7,3,29,4,2025-W29,0
2025-02-10,SKU-103943,North,33.0,159.02,0,0,0,-2.08,2025,2,1,7,0,2025-W07,0
2024-12-27,SKU-103944,South,35.0,107.36,0,1,0,0.21,2024,12,4,52,4,2024-W52,0
2024-12-13,SKU-103945,West,62.0,187.07,0,1,0,-1.1,2024,12,4,50,4,2024-W50,0
2025-09-16,SKU-103946,North,44.0,30.41,0,0,0,-0.24,2025,9,3,38,1,2025-W38,0
2025-05-18,SKU-103947,North,61.0,194.8,1,0,0,0.39,2025,5,2,20,6,2025-W20,1
2025-09-10,SKU-103948,South,28.0,82.44,0,0,0,-0.36,2025,9,3,37,2,2025-W37,0
2025-01-22,SKU-103949,West,39.0,96.31,0,0,0,-0.15,2025,1,1,4,2,2025-W04,0
2025-06-10,SKU-103950,East,55.0,150.0,1,0,0,0.37,2025,6,2,24,1,2025-W24,0
2025-01-06,SKU-103951,West,29.0,130.92,0,1,0,2.14,2025,1,1,2,0,2025-W02,0
2025-02-06,SKU-103952,South,36.0,125.81,0,0,0,1.1,2025,2,1,6,3,2025-W06,0
2024-12-24,SKU-103953,West,56.0,34.01,0,1,0,3.32,2024,12,4,52,1,2024-W52,0
2025-02-22,SKU-103954,West,35.0,156.55,0,0,0,1.38,2025,2,1,8,5,2025-W08,1
2025-01-31,SKU-103955,West,23.0,161.56,0,0,0,0.42,2025,1,1,5,4,2025-W05,0
2025-11-29,SKU-103956,North,50.0,166.52,0,0,0,0.04,2025,11,4,48,5,2025-W48,1
2025-11-05,SKU-103957,North,72.0,174.41,0,0,0,0.73,2025,11,4,45,2,2025-W45,0
2024-12-30,SKU-103958,South,26.0,177.31,0,1,0,-0.39,2024,12,4,1,0,2025-W01,0
2025-12-11,SKU-103959,South,23.0,181.51,0,0,0,-0.05,2025,12,4,50,3,2025-W50,0
2025-10-22,SKU-103960,North,42.0,179.51,0,0,0,-0.14,2025,10,4,43,2,2025-W43,0
2025-06-10,SKU-103961,East,48.0,129.58,1,0,1,-1.26,2025,6,2,24,1,2025-W24,0
2025-06-27,SKU-103962,East,49.0,177.38,0,0,0,0.08,2025,6,2,26,4,2025-W26,0
2025-02-14,SKU-103963,South,22.0,86.45,0,0,0,1.26,2025,2,1,7,4,2025-W07,0
2025-04-26,SKU-103964,West,34.0,31.12,1,0,0,0.68,2025,4,2,17,5,2025-W17,1
2025-02-21,SKU-103965,West,19.0,120.38,0,0,0,-0.27,2025,2,1,8,4,2025-W08,0
2024-12-19,SKU-103966,North,35.0,164.15,0,1,0,1.54,2024,12,4,51,3,2024-W51,0
2025-10-13,SKU-103967,North,71.0,150.23,0,0,0,0.48,2025,10,4,42,0,2025-W42,0
2025-05-09,SKU-103968,West,60.0,43.62,1,0,0,1.31,2025,5,2,19,4,2025-W19,0
2025-01-06,SKU-103969,East,52.0,31.53,0,1,0,0.4,2025,1,1,2,0,2025-W02,0
2025-01-20,SKU-103970,West,51.0,78.09,0,0,0,-0.43,2025,1,1,4,0,2025-W04,0
2025-05-15,SKU-103971,South,25.0,88.5,1,0,0,-0.89,2025,5,2,20,3,2025-W20,0
2025-08-09,SKU-103972,South,71.0,184.63,0,0,1,1.22,2025,8,3,32,5,2025-W32,1
2025-04-13,SKU-103973,North,42.0,188.12,0,0,0,0.98,2025,4,2,15,6,2025-W15,1
2025-05-01,SKU-103974,North,56.0,199.4,1,0,0,0.9,2025,5,2,18,3,2025-W18,0
2025-04-27,SKU-103975,South,26.0,107.84,1,0,0,-0.46,2025,4,2,17,6,2025-W17,1
2025-11-24,SKU-103976,West,43.0,30.78,0,0,0,-0.44,2025,11,4,48,0,2025-W48,0
2025-05-03,SKU-103977,South,42.0,33.6,1,0,0,1.58,2025,5,2,18,5,2025-W18,1
2025-09-22,SKU-103978,East,54.0,33.74,0,0,1,-0.51,2025,9,3,39,0,2025-W39,0
2025-06-21,SKU-103979,West,41.0,155.08,0,0,0,0.39,2025,6,2,25,5,2025-W25,1
2025-10-22,SKU-103980,North,48.0,32.9,0,0,0,-0.14,2025,10,4,43,2,2025-W43,0
2025-05-02,SKU-103981,North,29.0,125.05,1,0,0,-0.28,2025,5,2,18,4,2025-W18,0
2025-01-19,SKU-103982,South,44.0,175.64,0,0,1,0.35,2025,1,1,3,6,2025-W03,1
2025-05-22,SKU-103983,North,25.0,123.91,1,0,0,0.67,2025,5,2,21,3,2025-W21,0
2024-12-22,SKU-103984,West,77.0,79.43,0,1,0,0.57,2024,12,4,51,6,2024-W51,1
2025-07-30,SKU-103985,West,47.0,154.23,0,0,0,0.58,2025,7,3,31,2,2025-W31,0
2025-01-25,SKU-103986,North,18.0,43.25,0,0,0,1.51,2025,1,1,4,5,2025-W04,1
2025-05-02,SKU-103987,East,67.0,40.73,1,0,0,0.9,2025,5,2,18,4,2025-W18,0
2025-04-22,SKU-103988,East,61.0,187.73,1,0,0,-0.47,2025,4,2,17,1,2025-W17,0
2025-10-18,SKU-103989,North,43.0,78.45,0,0,0,-1.05,2025,10,4,42,5,2025-W42,1
2025-11-21,SKU-103990,West,49.0,177.69,0,0,0,-0.97,2025,11,4,47,4,2025-W47,0
2025-08-06,SKU-103991,South,20.0,137.18,0,0,0,-1.41,2025,8,3,32,2,2025-W32,0
2025-09-02,SKU-103992,South,42.0,200.82,0,0,0,0.1,2025,9,3,36,1,2025-W36,0
2025-04-05,SKU-103993,South,43.0,171.8,0,0,0,-1.22,2025,4,2,14,5,2025-W14,1
2025-11-19,SKU-103994,West,31.0,129.16,0,0,0,0.98,2025,11,4,47,2,2025-W47,0
2025-08-08,SKU-103995,North,64.0,124.16,0,0,0,0.42,2025,8,3,32,4,2025-W32,0
2025-12-09,SKU-103996,South,29.0,193.88,0,0,0,0.39,2025,12,4,50,1,2025-W50,0
2025-02-05,SKU-103997,West,52.0,76.72,0,0,0,0.42,2025,2,1,6,2,2025-W06,0
2025-07-18,SKU-103998,West,31.0,184.95,0,0,0,0.13,2025,7,3,29,4,2025-W29,0
2025-08-10,SKU-103999,South,26.0,126.33,0,0,1,1.22,2025,8,3,32,6,2025-W32,1
2025-10-16,SKU-104000,East,28.0,106.37,0,0,0,-0.31,2025,10,4,42,3,2025-W42,0
2025-11-24,SKU-104001,West,51.0,94.81,0,0,0,-1.73,2025,11,4,48,0,2025-W48,0
2025-02-21,SKU-104002,North,30.0,157.65,0,0,0,0.28,2025,2,1,8,4,2025-W08,0
2025-05-07,SKU-104003,North,48.0,199.91,1,0,0,0.37,2025,5,2,19,2,2025-W19,0
2025-07-07,SKU-104004,West,48.0,201.62,0,0,0,-0.43,2025,7,3,28,0,2025-W28,0
2025-11-30,SKU-104005,North,30.0,188.1,0,0,0,-0.63,2025,11,4,48,6,2025-W48,1
2025-05-11,SKU-104006,West,38.0,175.03,1,0,0,-0.38,2025,5,2,19,6,2025-W19,1
2025-10-24,SKU-104007,East,62.0,149.18,0,0,0,0.31,2025,10,4,43,4,2025-W43,0
2025-02-15,SKU-104008,West,48.0,170.36,0,0,0,0.51,2025,2,1,7,5,2025-W07,1
2025-06-04,SKU-104009,West,72.0,91.6,1,0,0,-2.9,2025,6,2,23,2,2025-W23,0
2025-08-26,SKU-104010,North,73.0,192.16,0,0,1,-1.16,2025,8,3,35,1,2025-W35,0
2025-09-24,SKU-104011,North,70.0,184.85,0,0,1,-0.51,2025,9,3,39,2,2025-W39,0
2025-04-05,SKU-104012,East,65.0,34.65,0,0,1,0.92,2025,4,2,14,5,2025-W14,1
2025-01-12,SKU-104013,North,37.0,149.64,0,1,0,1.24,2025,1,1,2,6,2025-W02,1
2025-04-11,SKU-104014,North,46.0,183.3,0,0,0,-0.18,2025,4,2,15,4,2025-W15,0
2025-10-07,SKU-104015,South,23.0,128.51,0,0,0,-0.55,2025,10,4,41,1,2025-W41,0
2025-07-07,SKU-104016,South,24.0,83.27,0,0,0,-0.17,2025,7,3,28,0,2025-W28,0
2025-05-29,SKU-104017,East,54.0,96.04,1,0,0,0.42,2025,5,2,22,3,2025-W22,0
2025-04-06,SKU-104018,South,22.0,157.73,0,0,0,-1.22,2025,4,2,14,6,2025-W14,1
2025-02-07,SKU-104019,East,29.0,125.79,0,0,0,1.94,2025,2,1,6,4,2025-W06,0
2025-11-24,SKU-104020,East,56.0,164.43,0,0,0,-0.03,2025,11,4,48,0,2025-W48,0
2025-03-12,SKU-104021,West,32.0,196.09,0,0,0,-0.41,2025,3,1,11,2,2025-W11,0
2025-04-25,SKU-104022,East,58.0,90.37,1,0,0,0.07,2025,4,2,17,4,2025-W17,0
2025-01-14,SKU-104023,North,55.0,33.52,0,1,0,-1.29,2025,1,1,3,1,2025-W03,0
2025-05-22,SKU-104024,South,35.0,32.21,1,0,0,0.0,2025,5,2,21,3,2025-W21,0
2025-12-07,SKU-104025,South,28.0,85.15,0,0,0,0.48,2025,12,4,49,6,2025-W49,1
2025-05-08,SKU-104026,East,31.0,110.35,1,0,0,0.37,2025,5,2,19,3,2025-W19,0
2025-10-29,SKU-104027,East,65.0,96.55,0,0,0,2.27,2025,10,4,44,2,2025-W44,0
2025-10-23,SKU-104028,East,76.0,93.74,0,0,0,-1.69,2025,10,4,43,3,2025-W43,0
2025-02-21,SKU-104029,North,36.0,110.43,0,0,0,-3.5,2025,2,1,8,4,2025-W08,0
2025-01-18,SKU-104030,East,46.0,184.87,0,0,0,1.2,2025,1,1,3,5,2025-W03,1
2025-02-01,SKU-104031,North,50.0,33.21,0,0,0,1.28,2025,2,1,5,5,2025-W05,1
2025-02-16,SKU-104032,West,44.0,191.79,0,0,0,0.51,2025,2,1,7,6,2025-W07,1
2025-03-10,SKU-104033,East,36.0,182.84,0,0,0,-2.01,2025,3,1,11,0,2025-W11,0
2025-08-16,SKU-104034,North,63.0,32.17,0,0,0,0.95,2025,8,3,33,5,2025-W33,1
2025-09-17,SKU-104035,West,29.0,150.88,0,0,0,-0.26,2025,9,3,38,2,2025-W38,0
2025-03-27,SKU-104036,South,21.0,138.29,0,0,0,-0.91,2025,3,1,13,3,2025-W13,0
2025-09-09,SKU-104037,East,29.0,160.89,0,0,0,1.23,2025,9,3,37,1,2025-W37,0
2025-04-20,SKU-104038,South,36.0,130.16,1,0,1,0.36,2025,4,2,16,6,2025-W16,1
2025-11-15,SKU-104039,North,36.0,84.64,0,0,0,1.1,2025,11,4,46,5,2025-W46,1
2025-02-12,SKU-104040,East,26.0,126.23,0,0,0,0.55,2025,2,1,7,2,2025-W07,0
2025-09-30,SKU-104041,West,67.0,90.19,0,0,0,-0.61,2025,9,3,40,1,2025-W40,0
2025-02-24,SKU-104042,North,56.0,76.65,0,0,0,-0.27,2025,2,1,9,0,2025-W09,0
2025-11-24,SKU-104043,North,25.0,83.09,0,0,0,0.31,2025,11,4,48,0,2025-W48,0
2025-04-07,SKU-104044,East,51.0,185.96,0,0,0,-1.22,2025,4,2,15,0,2025-W15,0
2025-03-08,SKU-104045,West,58.0,196.05,0,0,0,1.69,2025,3,1,10,5,2025-W10,1
2025-08-17,SKU-104046,South,30.0,87.24,0,0,0,0.72,2025,8,3,33,6,2025-W33,1
2025-01-14,SKU-104047,West,53.0,74.86,0,1,0,-1.09,2025,1,1,3,1,2025-W03,0
2025-06-10,SKU-104048,South,53.0,155.45,1,0,0,0.18,2025,6,2,24,1,2025-W24,0
2025-06-09,SKU-104049,West,28.0,120.85,1,0,0,-0.91,2025,6,2,24,0,2025-W24,0
2025-08-11,SKU-104050,North,28.0,88.35,0,0,0,1.45,2025,8,3,33,0,2025-W33,0
2025-07-31,SKU-104051,West,76.0,163.22,0,0,0,-1.22,2025,7,3,31,3,2025-W31,0
2025-09-06,SKU-104052,North,61.0,182.67,0,0,0,0.04,2025,9,3,36,5,2025-W36,1
2025-08-02,SKU-104053,West,54.0,163.98,0,0,0,0.71,2025,8,3,31,5,2025-W31,1
2025-02-06,SKU-104054,North,42.0,33.04,0,0,0,0.2,2025,2,1,6,3,2025-W06,0
2024-12-30,SKU-104055,South,50.0,153.33,0,1,0,-0.84,2024,12,4,1,0,2025-W01,0
2025-08-22,SKU-104056,North,25.0,129.29,0,0,0,0.06,2025,8,3,34,4,2025-W34,0
2025-10-07,SKU-104057,South,69.0,198.74,0,0,0,0.62,2025,10,4,41,1,2025-W41,0
2025-06-05,SKU-104058,West,44.0,41.32,1,0,0,-0.77,2025,6,2,23,3,2025-W23,0
2025-11-04,SKU-104059,East,79.0,179.54,0,0,0,-0.15,2025,11,4,45,1,2025-W45,0
2025-06-09,SKU-104060,North,77.0,99.57,1,0,0,-1.28,2025,6,2,24,0,2025-W24,0
2025-04-10,SKU-104061,South,46.0,40.91,0,0,0,1.47,2025,4,2,15,3,2025-W15,0
2025-04-11,SKU-104062,East,24.0,104.45,0,0,0,0.14,2025,4,2,15,4,2025-W15,0
2025-07-07,SKU-104063,North,27.0,86.35,0,0,0,2.23,2025,7,3,28,0,2025-W28,0
2025-02-25,SKU-104064,West,40.0,153.88,0,0,0,-0.27,2025,2,1,9,1,2025-W09,0
2025-08-10,SKU-104065,West,34.0,149.04,0,0,0,-1.37,2025,8,3,32,6,2025-W32,1
2025-03-05,SKU-104066,East,23.0,156.7,0,0,0,0.5,2025,3,1,10,2,2025-W10,0
2025-11-15,SKU-104067,East,55.0,41.13,0,0,0,0.55,2025,11,4,46,5,2025-W46,1
2025-10-11,SKU-104068,North,59.0,42.38,0,0,0,-0.39,2025,10,4,41,5,2025-W41,1
2025-06-04,SKU-104069,South,25.0,80.19,1,0,0,0.52,2025,6,2,23,2,2025-W23,0
2025-06-29,SKU-104070,West,59.0,31.47,0,0,0,0.59,2025,6,2,26,6,2025-W26,1
2025-02-09,SKU-104071,North,22.0,181.51,0,0,0,1.94,2025,2,1,6,6,2025-W06,1
2025-10-12,SKU-104072,South,43.0,94.87,0,0,0,-0.11,2025,10,4,41,6,2025-W41,1
2025-10-09,SKU-104073,West,53.0,174.47,0,0,0,-0.55,2025,10,4,41,3,2025-W41,0
2025-06-28,SKU-104074,West,53.0,160.22,0,0,0,0.55,2025,6,2,26,5,2025-W26,1
2025-06-13,SKU-104075,South,51.0,197.13,1,0,0,-0.27,2025,6,2,24,4,2025-W24,0
2025-03-06,SKU-104076,North,17.0,84.33,0,0,0,-0.69,2025,3,1,10,3,2025-W10,0
2025-04-05,SKU-104077,South,24.0,191.39,0,0,0,0.01,2025,4,2,14,5,2025-W14,1
2025-07-03,SKU-104078,East,56.0,44.45,0,0,0,-0.12,2025,7,3,27,3,2025-W27,0
2025-09-29,SKU-104079,West,86.0,44.19,0,0,0,1.78,2025,9,3,40,0,2025-W40,0
2025-09-21,SKU-104080,South,30.0,134.1,0,0,0,0.87,2025,9,3,38,6,2025-W38,1
2025-07-24,SKU-104081,East,40.0,103.21,0,0,0,0.0,2025,7,3,30,3,2025-W30,0
2025-09-28,SKU-104082,East,39.0,123.18,0,0,0,0.4,2025,9,3,39,6,2025-W39,1
2025-03-19,SKU-104083,North,39.0,31.87,0,0,1,0.99,2025,3,1,12,2,2025-W12,0
2025-05-18,SKU-104084,West,54.0,33.09,1,0,0,1.45,2025,5,2,20,6,2025-W20,1
2025-01-23,SKU-104085,West,23.0,124.96,0,0,0,-1.18,2025,1,1,4,3,2025-W04,0
2025-01-04,SKU-104086,West,59.0,194.73,0,1,0,-0.92,2025,1,1,1,5,2025-W01,1
2025-07-26,SKU-104087,North,26.0,128.78,0,0,0,-2.06,2025,7,3,30,5,2025-W30,1
2025-01-07,SKU-104088,East,48.0,128.77,0,1,0,-0.34,2025,1,1,2,1,2025-W02,0
2025-11-05,SKU-104089,North,35.0,79.98,0,0,0,-0.15,2025,11,4,45,2,2025-W45,0
2025-04-30,SKU-104090,North,62.0,156.07,1,0,0,-0.61,2025,4,2,18,2,2025-W18,0
2025-09-25,SKU-104091,East,63.0,196.25,0,0,0,-0.05,2025,9,3,39,3,2025-W39,0
2025-04-12,SKU-104092,South,17.0,111.16,0,0,0,0.14,2025,4,2,15,5,2025-W15,1
2025-10-18,SKU-104093,West,64.0,180.36,0,0,0,0.48,2025,10,4,42,5,2025-W42,1
2025-10-02,SKU-104094,West,66.0,184.97,0,0,0,-0.61,2025,10,4,40,3,2025-W40,0
2025-07-10,SKU-104095,West,49.0,155.37,0,0,0,-0.17,2025,7,3,28,3,2025-W28,0
2025-06-04,SKU-104096,East,28.0,187.05,1,0,0,-1.39,2025,6,2,23,2,2025-W23,0
2025-11-14,SKU-104097,East,44.0,31.45,0,0,0,0.14,2025,11,4,46,4,2025-W46,0
2025-04-06,SKU-104098,North,41.0,149.58,0,0,0,0.01,2025,4,2,14,6,2025-W14,1
2025-04-15,SKU-104099,South,31.0,125.11,0,0,0,0.12,2025,4,2,16,1,2025-W16,0
2025-09-15,SKU-104100,East,58.0,123.89,0,0,0,-0.18,2025,9,3,38,0,2025-W38,0
2025-03-13,SKU-104101,South,26.0,30.96,0,0,0,-0.97,2025,3,1,11,3,2025-W11,0
2025-02-26,SKU-104102,West,50.0,200.69,0,0,0,-0.27,2025,2,1,9,2,2025-W09,0
2025-03-24,SKU-104103,North,37.0,30.57,0,0,0,-0.23,2025,3,1,13,0,2025-W13,0
2025-03-16,SKU-104104,East,40.0,197.72,0,0,0,-0.41,2025,3,1,11,6,2025-W11,1
2025-10-18,SKU-104105,North,58.0,95.91,0,0,0,-0.43,2025,10,4,42,5,2025-W42,1
2025-09-09,SKU-104106,South,42.0,81.84,0,0,0,0.04,2025,9,3,37,1,2025-W37,0
2025-05-22,SKU-104107,North,35.0,91.3,1,0,0,-0.68,2025,5,2,21,3,2025-W21,0
2025-12-01,SKU-104108,South,50.0,192.65,0,0,0,-0.7,2025,12,4,49,0,2025-W49,0
2025-01-02,SKU-104109,North,38.0,84.09,0,1,0,-0.84,2025,1,1,1,3,2025-W01,0
2025-03-14,SKU-104110,East,23.0,87.64,0,0,0,-0.97,2025,3,1,11,4,2025-W11,0
2025-11-10,SKU-104111,South,41.0,31.69,0,0,0,1.37,2025,11,4,46,0,2025-W46,0
2025-08-13,SKU-104112,South,33.0,125.04,0,0,0,0.42,2025,8,3,33,2,2025-W33,0
2025-02-09,SKU-104113,North,34.0,123.55,0,0,0,0.2,2025,2,1,6,6,2025-W06,1
2025-10-08,SKU-104114,North,30.0,131.98,0,0,0,-0.51,2025,10,4,41,2,2025-W41,0
2025-08-17,SKU-104115,North,55.0,156.1,0,0,0,0.76,2025,8,3,33,6,2025-W33,1
2025-03-28,SKU-104116,North,34.0,73.09,0,0,0,0.9,2025,3,1,13,4,2025-W13,0
2025-11-13,SKU-104117,East,27.0,146.29,0,0,0,-0.09,2025,11,4,46,3,2025-W46,0
2025-07-16,SKU-104118,North,84.0,181.69,0,0,0,-0.69,2025,7,3,29,2,2025-W29,0
2025-10-27,SKU-104119,North,83.0,184.01,0,0,0,-1.69,2025,10,4,44,0,2025-W44,0
2025-10-18,SKU-104120,South,32.0,130.27,0,0,0,-0.43,2025,10,4,42,5,2025-W42,1
2025-11-22,SKU-104121,South,42.0,177.74,0,0,0,-0.9,2025,11,4,47,5,2025-W47,1
2025-01-28,SKU-104122,North,76.0,42.28,0,0,1,-0.55,2025,1,1,5,1,2025-W05,0
2025-05-04,SKU-104123,West,25.0,82.79,1,0,0,2.15,2025,5,2,18,6,2025-W18,1
2025-09-15,SKU-104124,South,66.0,164.93,0,0,0,1.04,2025,9,3,38,0,2025-W38,0
2025-01-13,SKU-104125,East,55.0,76.95,0,1,0,2.14,2025,1,1,3,0,2025-W03,0
2025-01-26,SKU-104126,East,54.0,41.95,0,0,0,-0.43,2025,1,1,4,6,2025-W04,1
2025-06-28,SKU-104127,West,43.0,123.69,0,0,0,1.67,2025,6,2,26,5,2025-W26,1
2025-07-14,SKU-104128,East,33.0,85.02,0,0,0,-1.23,2025,7,3,29,0,2025-W29,0
2025-02-13,SKU-104129,East,42.0,179.71,0,0,0,0.39,2025,2,1,7,3,2025-W07,0
2025-10-25,SKU-104130,South,33.0,124.95,0,0,0,2.05,2025,10,4,43,5,2025-W43,1
2025-03-18,SKU-104131,East,19.0,101.67,0,0,0,0.54,2025,3,1,12,1,2025-W12,0
2025-05-21,SKU-104132,North,43.0,184.25,1,0,0,0.37,2025,5,2,21,2,2025-W21,0
2025-12-09,SKU-104133,East,18.0,178.67,0,0,0,-1.14,2025,12,4,50,1,2025-W50,0
2025-01-30,SKU-104134,South,54.0,95.73,0,0,0,-0.15,2025,1,1,5,3,2025-W05,0
2025-07-09,SKU-104135,West,32.0,128.63,0,0,0,2.0,2025,7,3,28,2,2025-W28,0
2025-05-26,SKU-104136,West,65.0,195.78,1,0,0,0.39,2025,5,2,22,0,2025-W22,0
2025-09-27,SKU-104137,North,49.0,123.85,0,0,0,-0.05,2025,9,3,39,5,2025-W39,1
2025-01-07,SKU-104138,North,71.0,90.17,0,1,0,-0.39,2025,1,1,2,1,2025-W02,0
2025-08-22,SKU-104139,West,67.0,78.22,0,0,0,0.24,2025,8,3,34,4,2025-W34,0
2025-06-27,SKU-104140,West,39.0,121.54,0,0,0,1.29,2025,6,2,26,4,2025-W26,0
2025-05-27,SKU-104141,South,60.0,77.82,1,0,0,0.0,2025,5,2,22,1,2025-W22,0
2025-08-05,SKU-104142,South,62.0,78.12,0,0,0,0.58,2025,8,3,32,1,2025-W32,0
2025-08-29,SKU-104143,East,59.0,41.41,0,0,0,-0.48,2025,8,3,35,4,2025-W35,0
2025-02-13,SKU-104144,South,45.0,179.22,0,0,0,0.39,2025,2,1,7,3,2025-W07,0
2025-04-08,SKU-104145,North,35.0,31.26,0,0,0,0.01,2025,4,2,15,1,2025-W15,0
2025-03-19,SKU-104146,East,38.0,123.14,0,0,0,0.71,2025,3,1,12,2,2025-W12,0
2025-09-17,SKU-104147,East,85.0,193.87,0,0,0,-0.18,2025,9,3,38,2,2025-W38,0
2025-06-16,SKU-104148,East,67.0,94.11,1,0,0,-0.27,2025,6,2,25,0,2025-W25,0
2025-05-21,SKU-104149,West,48.0,172.49,1,0,0,0.37,2025,5,2,21,2,2025-W21,0
2025-07-12,SKU-104150,East,75.0,191.33,0,0,0,-0.17,2025,7,3,28,5,2025-W28,1
2024-12-31,SKU-104151,North,58.0,42.04,0,1,0,0.87,2024,12,4,1,1,2025-W01,0
2025-09-21,SKU-104152,South,62.0,195.54,0,0,0,0.7,2025,9,3,38,6,2025-W38,1
2025-05-15,SKU-104153,North,36.0,32.59,1,0,0,-1.22,2025,5,2,20,3,2025-W20,0
2025-01-28,SKU-104154,East,43.0,160.14,0,0,0,-0.43,2025,1,1,5,1,2025-W05,0
2025-09-30,SKU-104155,North,37.0,149.89,0,0,1,-0.51,2025,9,3,40,1,2025-W40,0
2025-01-07,SKU-104156,South,53.0,192.1,0,1,0,-0.92,2025,1,1,2,1,2025-W02,0
2025-12-06,SKU-104157,West,73.0,43.96,0,0,1,0.11,2025,12,4,49,5,2025-W49,1
2025-11-10,SKU-104158,East,41.0,203.05,0,0,0,-0.39,2025,11,4,46,0,2025-W46,0
2025-08-11,SKU-104159,West,32.0,189.18,0,0,0,-0.47,2025,8,3,33,0,2025-W33,0
2024-12-27,SKU-104160,East,83.0,76.83,0,1,0,1.54,2024,12,4,52,4,2024-W52,0
2025-08-01,SKU-104161,West,37.0,191.28,0,0,0,2.1,2025,8,3,31,4,2025-W31,0
2025-11-01,SKU-104162,North,50.0,177.57,0,0,0,0.64,2025,11,4,44,5,2025-W44,1
2025-11-29,SKU-104163,East,60.0,77.41,0,0,0,0.31,2025,11,4,48,5,2025-W48,1
2025-10-18,SKU-104164,West,35.0,89.08,0,0,0,-0.71,2025,10,4,42,5,2025-W42,1
2025-09-04,SKU-104165,South,25.0,88.04,0,0,0,2.05,2025,9,3,36,3,2025-W36,0
2025-04-14,SKU-104166,North,21.0,153.87,0,0,0,1.47,2025,4,2,16,0,2025-W16,0
2025-08-05,SKU-104167,East,54.0,194.2,0,0,0,-1.22,2025,8,3,32,1,2025-W32,0
2025-09-24,SKU-104168,South,30.0,147.34,0,0,0,0.87,2025,9,3,39,2,2025-W39,0
2025-06-15,SKU-104169,South,52.0,171.68,1,0,0,0.18,2025,6,2,24,6,2025-W24,1
2025-06-04,SKU-104170,East,38.0,128.44,1,0,0,0.42,2025,6,2,23,2,2025-W23,0
2025-10-28,SKU-104171,North,36.0,184.53,0,0,0,1.12,2025,10,4,44,1,2025-W44,0
2025-08-19,SKU-104172,East,34.0,31.4,0,0,0,0.76,2025,8,3,34,1,2025-W34,0
2025-02-16,SKU-104173,North,24.0,176.61,0,0,0,1.31,2025,2,1,7,6,2025-W07,1
2025-06-10,SKU-104174,North,48.0,166.16,1,0,0,-2.9,2025,6,2,24,1,2025-W24,0
2025-04-16,SKU-104175,West,29.0,162.07,0,0,0,1.29,2025,4,2,16,2,2025-W16,0
2025-11-30,SKU-104176,East,42.0,160.58,0,0,0,0.31,2025,11,4,48,6,2025-W48,1
2025-03-06,SKU-104177,North,51.0,179.31,0,0,0,0.98,2025,3,1,10,3,2025-W10,0
2025-06-16,SKU-104178,North,38.0,159.23,1,0,0,0.18,2025,6,2,25,0,2025-W25,0
2025-05-03,SKU-104179,North,42.0,30.49,1,0,0,-2.15,2025,5,2,18,5,2025-W18,1
