sku_id,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,gross_margin_usd,margin_pct,stockout_penalty_usd,holding_cost_daily_usd,volume_m3
SKU-103648,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103649,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103650,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103651,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103652,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103653,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103654,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103655,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103656,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103657,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103658,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103659,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103660,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103661,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103662,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103663,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103664,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103665,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103666,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103667,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103668,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103669,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103670,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103671,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103672,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103673,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103674,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103675,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103676,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103677,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103678,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103679,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103680,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103681,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103682,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103683,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103684,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103685,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103686,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103687,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103688,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103689,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103690,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103691,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103692,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103693,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103694,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103695,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103696,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103697,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103698,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103699,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103700,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103701,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103702,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103703,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103704,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103705,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103706,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103707,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103708,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103709,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103710,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103711,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103712,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103713,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103714,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103715,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103716,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103717,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103718,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103719,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103720,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103721,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103722,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103723,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103724,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103725,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103726,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103727,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103728,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103729,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103730,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103731,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103732,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103733,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103734,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103735,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103736,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103737,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103738,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103739,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103740,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103741,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103742,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103743,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103744,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103745,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103746,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103747,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103748,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103749,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103750,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103751,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103752,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103753,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103754,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103755,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103756,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103757,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103758,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103759,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103760,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103761,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103762,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103763,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103764,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103765,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103766,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103767,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103768,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103769,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103770,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103771,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103772,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103773,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103774,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103775,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103776,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103777,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103778,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103779,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103780,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103781,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103782,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103783,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103784,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103785,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103786,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103787,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103788,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103789,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103790,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103791,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103792,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103793,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103794,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103795,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103796,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103797,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103798,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103799,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103800,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103801,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103802,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103803,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103804,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103805,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103806,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103807,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103808,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103809,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103810,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103811,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103812,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103813,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103814,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103815,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103816,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103817,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103818,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103819,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103820,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103821,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103822,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103823,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103824,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103825,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103826,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103827,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103828,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103829,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103830,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103831,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103832,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103833,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103834,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103835,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103836,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103837,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103838,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103839,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103840,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103841,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103842,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103843,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103844,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103845,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103846,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103847,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103848,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103849,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103850,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103851,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103852,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103853,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103854,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103855,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103856,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103857,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103858,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103859,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103860,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103861,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103862,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103863,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103864,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103865,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103866,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103867,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103868,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103869,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103870,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103871,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103872,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103873,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103874,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103875,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103876,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103877,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103878,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103879,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103880,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103881,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103882,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103883,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103884,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103885,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103886,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103887,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103888,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103889,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103890,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103891,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103892,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103893,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103894,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
SKU-103895,KITCHEN,40.39,32.87,0.64,0.972,-7.52,-0.22878,65.74,0.027664,0.018123
SKU-103896,ELECTRONICS,96.37,130.18,0.12,0.949,33.81,0.259717,260.36,0.066007,0.003398
SKU-103897,ELECTRONICS,47.52,108.9,0.08,0.975,61.38,0.563636,217.8,0.032548,0.002265
SKU-103898,PET,68.29,97.95,0.38,0.978,29.66,0.302808,195.9,0.046774,0.01076
SKU-103899,KITCHEN,38.64,161.51,0.29,0.933,122.87,0.760758,323.02,0.026466,0.008212
SKU-103900,KITCHEN,30.06,129.52,0.22,0.931,99.46,0.767912,259.04,0.020589,0.00623
SKU-103901,TOYS,119.1,158.8,0.61,0.973,39.7,0.25,317.6,0.081575,0.017273
SKU-103902,PET,39.01,44.01,0.77,0.983,5.0,0.113611,88.02,0.026719,0.021804
SKU-103903,ELECTRONICS,54.03,86.74,0.58,0.976,32.71,0.377104,173.48,0.037007,0.016424
SKU-103904,PET,119.39,197.26,0.68,0.987,77.87,0.394758,394.52,0.081774,0.019256
SKU-103905,HOME,85.74,189.02,1.49,0.954,103.28,0.546397,378.04,0.058726,0.042192
SKU-103906,ELECTRONICS,50.98,190.65,0.55,0.959,139.67,0.732599,381.3,0.034918,0.015574
SKU-103907,TOYS,14.98,175.66,1.79,0.972,160.68,0.914722,351.32,0.01026,0.050687
SKU-103908,TOYS,22.32,198.29,0.86,0.968,175.97,0.887438,396.58,0.015288,0.024353
SKU-103909,BEAUTY,61.85,78.7,0.76,0.931,16.85,0.214104,157.4,0.042363,0.021521
SKU-103910,ELECTRONICS,112.48,134.55,0.33,0.966,22.07,0.164028,269.1,0.077041,0.009345
SKU-103911,HOME,118.88,33.69,0.21,0.975,-85.19,-2.528644,67.38,0.081425,0.005947
SKU-103912,ELECTRONICS,82.88,157.93,0.66,0.952,75.05,0.475211,315.86,0.056767,0.018689
