date,sku_id,region,category,units_ordered,transaction_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend,unit_cost_usd,selling_price_usd,gross_margin_usd,margin_pct,cube_ft,volume_m3,target_service_level,stockout_penalty_usd,holding_cost_daily_usd,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost_usd,home_ship_cost_usd,home_lead_time_days,home_carbon_kg_per_unit,home_lane_efficiency
2025-07-16,SKU-104118,North,PET,84.0,181.69,0,0,0,-0.69,2025,7,3,29,2,2025-W29,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-10-27,SKU-104119,North,ELECTRONICS,83.0,184.01,0,0,0,-1.69,2025,10,4,44,0,2025-W44,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-10-18,SKU-104120,South,PET,32.0,130.27,0,0,0,-0.43,2025,10,4,42,5,2025-W42,1,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-11-22,SKU-104121,South,HOME,42.0,177.74,0,0,0,-0.9,2025,11,4,47,5,2025-W47,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-28,SKU-104122,North,ELECTRONICS,76.0,42.28,0,0,1,-0.55,2025,1,1,5,1,2025-W05,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-04,SKU-104123,West,TOYS,25.0,82.79,1,0,0,2.15,2025,5,2,18,6,2025-W18,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-15,SKU-104124,South,TOYS,66.0,164.93,0,0,0,1.04,2025,9,3,38,0,2025-W38,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-13,SKU-104125,East,BEAUTY,55.0,76.95,0,1,0,2.14,2025,1,1,3,0,2025-W03,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-26,SKU-104126,East,ELECTRONICS,54.0,41.95,0,0,0,-0.43,2025,1,1,4,6,2025-W04,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-28,SKU-104127,West,HOME,43.0,123.69,0,0,0,1.67,2025,6,2,26,5,2025-W26,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-14,SKU-104128,East,ELECTRONICS,33.0,85.02,0,0,0,-1.23,2025,7,3,29,0,2025-W29,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-13,SKU-104129,East,KITCHEN,42.0,179.71,0,0,0,0.39,2025,2,1,7,3,2025-W07,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-10-25,SKU-104130,South,ELECTRONICS,33.0,124.95,0,0,0,2.05,2025,10,4,43,5,2025-W43,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-18,SKU-104131,East,ELECTRONICS,19.0,101.67,0,0,0,0.54,2025,3,1,12,1,2025-W12,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-21,SKU-104132,North,PET,43.0,184.25,1,0,0,0.37,2025,5,2,21,2,2025-W21,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-12-09,SKU-104133,East,KITCHEN,18.0,178.67,0,0,0,-1.14,2025,12,4,50,1,2025-W50,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-30,SKU-104134,South,KITCHEN,54.0,95.73,0,0,0,-0.15,2025,1,1,5,3,2025-W05,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-09,SKU-104135,West,TOYS,32.0,128.63,0,0,0,2.0,2025,7,3,28,2,2025-W28,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-26,SKU-104136,West,PET,65.0,195.78,1,0,0,0.39,2025,5,2,22,0,2025-W22,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-27,SKU-104137,North,ELECTRONICS,49.0,123.85,0,0,0,-0.05,2025,9,3,39,5,2025-W39,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-07,SKU-104138,North,PET,71.0,90.17,0,1,0,-0.39,2025,1,1,2,1,2025-W02,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-22,SKU-104139,West,HOME,67.0,78.22,0,0,0,0.24,2025,8,3,34,4,2025-W34,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-06-27,SKU-104140,West,ELECTRONICS,39.0,121.54,0,0,0,1.29,2025,6,2,26,4,2025-W26,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-05-27,SKU-104141,South,TOYS,60.0,77.82,1,0,0,0.0,2025,5,2,22,1,2025-W22,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-05,SKU-104142,South,TOYS,62.0,78.12,0,0,0,0.58,2025,8,3,32,1,2025-W32,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-29,SKU-104143,East,BEAUTY,59.0,41.41,0,0,0,-0.48,2025,8,3,35,4,2025-W35,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-13,SKU-104144,South,ELECTRONICS,45.0,179.22,0,0,0,0.39,2025,2,1,7,3,2025-W07,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-08,SKU-104145,North,HOME,35.0,31.26,0,0,0,0.01,2025,4,2,15,1,2025-W15,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-19,SKU-104146,East,ELECTRONICS,38.0,123.14,0,0,0,0.71,2025,3,1,12,2,2025-W12,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-17,SKU-104147,East,KITCHEN,85.0,193.87,0,0,0,-0.18,2025,9,3,38,2,2025-W38,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-16,SKU-104148,East,ELECTRONICS,67.0,94.11,1,0,0,-0.27,2025,6,2,25,0,2025-W25,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-05-21,SKU-104149,West,ELECTRONICS,48.0,172.49,1,0,0,0.37,2025,5,2,21,2,2025-W21,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-12,SKU-104150,East,PET,75.0,191.33,0,0,0,-0.17,2025,7,3,28,5,2025-W28,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-31,SKU-104151,North,KITCHEN,58.0,42.04,0,1,0,0.87,2024,12,4,1,1,2025-W01,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-09-21,SKU-104152,South,KITCHEN,62.0,195.54,0,0,0,0.7,2025,9,3,38,6,2025-W38,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-15,SKU-104153,North,TOYS,36.0,32.59,1,0,0,-1.22,2025,5,2,20,3,2025-W20,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-28,SKU-104154,East,PET,43.0,160.14,0,0,0,-0.43,2025,1,1,5,1,2025-W05,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-30,SKU-104155,North,ELECTRONICS,37.0,149.89,0,0,1,-0.51,2025,9,3,40,1,2025-W40,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-07,SKU-104156,South,PET,53.0,192.1,0,1,0,-0.92,2025,1,1,2,1,2025-W02,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-12-06,SKU-104157,West,HOME,73.0,43.96,0,0,1,0.11,2025,12,4,49,5,2025-W49,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-11-10,SKU-104158,East,ELECTRONICS,41.0,203.05,0,0,0,-0.39,2025,11,4,46,0,2025-W46,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-11,SKU-104159,West,TOYS,32.0,189.18,0,0,0,-0.47,2025,8,3,33,0,2025-W33,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-27,SKU-104160,East,TOYS,83.0,76.83,0,1,0,1.54,2024,12,4,52,4,2024-W52,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-01,SKU-104161,West,BEAUTY,37.0,191.28,0,0,0,2.1,2025,8,3,31,4,2025-W31,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-11-01,SKU-104162,North,ELECTRONICS,50.0,177.57,0,0,0,0.64,2025,11,4,44,5,2025-W44,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-11-29,SKU-104163,East,HOME,60.0,77.41,0,0,0,0.31,2025,11,4,48,5,2025-W48,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-10-18,SKU-104164,West,ELECTRONICS,35.0,89.08,0,0,0,-0.71,2025,10,4,42,5,2025-W42,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-04,SKU-104165,South,KITCHEN,25.0,88.04,0,0,0,2.05,2025,9,3,36,3,2025-W36,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-14,SKU-104166,North,ELECTRONICS,21.0,153.87,0,0,0,1.47,2025,4,2,16,0,2025-W16,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-05,SKU-104167,East,ELECTRONICS,54.0,194.2,0,0,0,-1.22,2025,8,3,32,1,2025-W32,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-24,SKU-104168,South,PET,30.0,147.34,0,0,0,0.87,2025,9,3,39,2,2025-W39,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-06-15,SKU-104169,South,KITCHEN,52.0,171.68,1,0,0,0.18,2025,6,2,24,6,2025-W24,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-06-04,SKU-104170,East,KITCHEN,38.0,128.44,1,0,0,0.42,2025,6,2,23,2,2025-W23,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-10-28,SKU-104171,North,TOYS,36.0,184.53,0,0,0,1.12,2025,10,4,44,1,2025-W44,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-08-19,SKU-104172,East,PET,34.0,31.4,0,0,0,0.76,2025,8,3,34,1,2025-W34,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-16,SKU-104173,North,ELECTRONICS,24.0,176.61,0,0,0,1.31,2025,2,1,7,6,2025-W07,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-10,SKU-104174,North,PET,48.0,166.16,1,0,0,-2.9,2025,6,2,24,1,2025-W24,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-16,SKU-104175,West,HOME,29.0,162.07,0,0,0,1.29,2025,4,2,16,2,2025-W16,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-11-30,SKU-104176,East,ELECTRONICS,42.0,160.58,0,0,0,0.31,2025,11,4,48,6,2025-W48,1,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-03-06,SKU-104177,North,TOYS,51.0,179.31,0,0,0,0.98,2025,3,1,10,3,2025-W10,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-16,SKU-104178,North,TOYS,38.0,159.23,1,0,0,0.18,2025,6,2,25,0,2025-W25,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-03,SKU-104179,North,BEAUTY,42.0,30.49,1,0,0,-2.15,2025,5,2,18,5,2025-W18,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-17,SKU-104180,South,ELECTRONICS,26.0,157.48,0,0,0,1.29,2025,4,2,16,3,2025-W16,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-04,SKU-104181,South,HOME,21.0,129.94,0,0,0,1.38,2025,3,1,10,1,2025-W10,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-09-05,SKU-104182,North,ELECTRONICS,32.0,81.08,0,0,0,2.05,2025,9,3,36,4,2025-W36,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-25,SKU-104183,West,KITCHEN,25.0,184.49,0,0,0,0.22,2025,6,2,26,2,2025-W26,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-03,SKU-104184,South,ELECTRONICS,21.0,129.9,0,0,0,1.58,2025,3,1,10,0,2025-W10,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-23,SKU-104185,West,ELECTRONICS,45.0,154.66,0,0,0,-0.44,2025,1,1,4,3,2025-W04,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-09,SKU-104186,North,PET,49.0,187.88,0,1,0,-0.39,2025,1,1,2,3,2025-W02,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-12,SKU-104187,West,KITCHEN,33.0,131.33,0,1,0,-0.52,2025,1,1,2,6,2025-W02,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-26,SKU-104188,West,KITCHEN,34.0,127.71,0,0,0,1.31,2025,3,1,13,2,2025-W13,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-10-07,SKU-104189,South,TOYS,44.0,81.03,0,0,0,0.42,2025,10,4,41,1,2025-W41,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-10-02,SKU-104190,North,PET,40.0,129.1,0,0,0,0.4,2025,10,4,40,3,2025-W40,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-25,SKU-104191,East,ELECTRONICS,37.0,195.12,1,0,0,-0.68,2025,5,2,21,6,2025-W21,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-26,SKU-104192,South,PET,31.0,126.24,0,0,0,-0.24,2025,9,3,39,4,2025-W39,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-10-27,SKU-104193,West,HOME,44.0,80.74,0,0,0,2.05,2025,10,4,44,0,2025-W44,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-10-13,SKU-104194,East,ELECTRONICS,27.0,158.85,0,0,0,1.25,2025,10,4,42,0,2025-W42,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-26,SKU-104195,East,TOYS,52.0,93.82,0,0,0,0.48,2025,1,1,4,6,2025-W04,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-18,SKU-104196,East,TOYS,66.0,193.8,0,0,1,1.22,2025,8,3,34,0,2025-W34,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-28,SKU-104197,South,BEAUTY,46.0,171.33,0,0,1,0.35,2025,1,1,5,1,2025-W05,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-26,SKU-104198,South,ELECTRONICS,27.0,128.0,0,0,0,0.13,2025,7,3,30,5,2025-W30,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-02-13,SKU-104199,East,HOME,50.0,159.64,0,0,0,0.42,2025,2,1,7,3,2025-W07,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-07,SKU-104200,North,ELECTRONICS,34.0,31.88,0,0,0,-0.5,2025,4,2,15,0,2025-W15,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-10-02,SKU-104201,West,KITCHEN,60.0,162.47,0,0,1,-0.51,2025,10,4,40,3,2025-W40,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-28,SKU-104202,East,ELECTRONICS,45.0,177.15,0,1,0,0.31,2024,12,4,52,5,2024-W52,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-11-25,SKU-104203,North,ELECTRONICS,55.0,188.34,0,0,0,-0.38,2025,11,4,48,1,2025-W48,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-20,SKU-104204,East,PET,41.0,132.67,0,0,0,-0.41,2025,3,1,12,3,2025-W12,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-19,SKU-104205,West,KITCHEN,41.0,34.66,0,0,0,0.17,2025,7,3,29,5,2025-W29,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-21,SKU-104206,South,KITCHEN,21.0,125.06,0,0,0,0.54,2025,3,1,12,4,2025-W12,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-07,SKU-104207,South,TOYS,34.0,33.13,1,0,0,-0.46,2025,5,2,19,2,2025-W19,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-02-23,SKU-104208,West,PET,48.0,155.76,0,0,0,0.51,2025,2,1,8,6,2025-W08,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-08-16,SKU-104209,South,ELECTRONICS,49.0,43.71,0,0,0,-1.37,2025,8,3,33,5,2025-W33,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-12-09,SKU-104210,West,PET,37.0,127.32,0,0,0,-0.63,2025,12,4,50,1,2025-W50,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-28,SKU-104211,North,HOME,38.0,33.46,0,0,0,-1.18,2025,1,1,5,1,2025-W05,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-10-01,SKU-104212,East,ELECTRONICS,43.0,133.58,0,0,0,1.55,2025,10,4,40,2,2025-W40,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-03-23,SKU-104213,West,TOYS,52.0,169.82,0,0,0,-0.52,2025,3,1,12,6,2025-W12,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-10,SKU-104214,South,TOYS,25.0,128.21,0,0,0,1.08,2025,2,1,7,0,2025-W07,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-27,SKU-104215,South,BEAUTY,35.0,161.58,0,1,0,-0.31,2024,12,4,52,4,2024-W52,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-09-17,SKU-104216,West,ELECTRONICS,43.0,185.73,0,0,0,-0.39,2025,9,3,38,2,2025-W38,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-16,SKU-104217,South,HOME,30.0,125.42,0,0,0,-0.43,2025,7,3,29,2,2025-W29,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-31,SKU-104218,North,ELECTRONICS,40.0,31.77,0,0,0,-0.41,2025,1,1,5,4,2025-W05,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-11-14,SKU-104219,North,KITCHEN,66.0,161.86,0,0,0,1.37,2025,11,4,46,4,2025-W46,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-09-03,SKU-104220,South,ELECTRONICS,56.0,187.99,0,0,1,-1.16,2025,9,3,36,2,2025-W36,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-16,SKU-104221,East,ELECTRONICS,28.0,82.76,0,0,0,-0.75,2025,3,1,11,6,2025-W11,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-12-01,SKU-104222,South,PET,45.0,96.4,0,0,0,0.31,2025,12,4,49,0,2025-W49,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-09-03,SKU-104223,West,KITCHEN,83.0,72.7,0,0,1,-1.16,2025,9,3,36,2,2025-W36,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-04-26,SKU-104224,West,KITCHEN,58.0,75.07,1,0,0,-0.07,2025,4,2,17,5,2025-W17,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-11-19,SKU-104225,North,TOYS,72.0,42.34,0,0,0,-0.56,2025,11,4,47,2,2025-W47,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-NORTH,120000,1800,1.5,1,0.0,1.0
